City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
299,santa marta,11.2408,-74.199,33.03,70,75,5.66,CO,1695248953
300,mandan,46.8267,-100.8896,20.99,68,75,5.14,US,1695248953
301,kodiak,57.79,-152.4072,12.73,62,0,6.17,US,1695248954
302,maridi,4.9158,29.4742,19.26,97,73,1.76,SS,1695248954
303,fontenay-le-comte,46.5833,-1.0,19.8,86,100,7.37,FR,1695248955
304,vorkuta,67.5,64.0,8.3,98,100,5.62,RU,1695248955
305,lovington,32.944,-103.3485,33.9,18,66,4.36,US,1695248956
306,jertih,5.7336,102.4897,24.15,92,98,1.48,MY,1695248956
307,maryborough,-25.5333,152.7,19.75,86,83,1.39,AU,1695248957
308,dukhan,25.4297,50.7858,31.23,66,19,3.04,QA,1695248958
309,cacabelos,42.6002,-6.7237,19.0,65,100,3.58,ES,1695248958
310,patterson,37.4716,-121.1297,29.86,44,0,0.33,US,1695248884
311,aitape,-3.1374,142.3475,26.82,77,76,1.49,PG,1695248959
312,sinabang,2.4803,96.3801,24.96,84,100,0.74,ID,1695248959
313,salahonda,2.1019,-78.7217,26.46,82,100,5.2,CO,1695248960
314,port isabel,26.0734,-97.2086,36.02,61,0,5.66,US,1695248960
315,zaragoza,41.6561,-0.8773,24.25,40,0,6.17,ES,1695248961
316,bokoro,12.3807,17.0568,29.98,45,12,2.15,TD,1695248962
317,kapa'a,22.0752,-159.319,29.18,68,75,5.66,US,1695248962
318,khandyga,62.6667,135.6,1.25,56,100,4.31,RU,1695248963
319,rapid city,44.0805,-103.231,24.61,38,0,3.6,US,1695248674
320,mazagao,-0.115,-51.2894,29.03,62,28,3.79,BR,1695248964
321,yabelo,4.8833,38.0833,19.33,55,98,2.71,ET,1695248964
322,karratha,-20.7377,116.8463,21.52,77,10,3.29,AU,1695248965
323,whitehorse,60.7161,-135.0538,11.12,57,75,7.2,CA,1695248965
324,tadine,-21.55,167.8833,22.83,76,19,6.22,NC,1695248966
325,tocaima,4.4582,-74.6343,35.37,31,34,2.6,CO,1695248966
326,tambacounda,13.7539,-13.7586,29.03,89,20,1.03,SN,1695248967
327,lagoa,39.05,-27.9833,20.29,76,98,10.19,PT,1695248968
328,pariaman,-0.619,100.12,23.03,93,98,1.22,ID,1695248968
329,coquimbo,-29.9533,-71.3436,14.85,72,0,4.12,CL,1695248969
330,al ghayzah,16.2079,52.176,26.84,83,67,3.91,YE,1695248969
331,pokhara,28.2333,83.9833,21.4,94,95,0.98,NP,1695248971
332,riverton,40.5219,-111.9391,28.92,23,40,7.2,US,1695248887
333,shimokizukuri,40.8061,140.3861,18.3,94,100,2.16,JP,1695248972
334,hami,42.8,93.45,18.74,19,78,1.44,CN,1695248972
335,beira,-19.8436,34.8389,22.05,100,0,2.57,MZ,1695248973
336,kununurra,-15.7667,128.7333,22.99,73,40,6.17,AU,1695248973
337,coos bay,43.3665,-124.2179,21.29,63,0,5.14,US,1695248974
338,porto novo,6.4965,2.6036,26.9,89,62,1.94,BJ,1695248974
339,tamanrasset,22.785,5.5228,23.95,17,0,2.06,DZ,1695248975
340,greymouth,-42.4667,171.2,13.59,89,88,7.15,NZ,1695248975
341,mendefera,14.8872,38.8153,15.96,84,69,1.21,ER,1695248976
342,alofi,-19.0595,-169.9187,21.94,78,75,5.14,NU,1695248976
343,churapcha,62.0025,132.4325,-2.48,59,96,4.16,RU,1695248977
344,zheleznogorsk-ilimskiy,56.5768,104.1217,3.13,84,15,0.8,RU,1695248977
345,nalut,30.3333,10.85,27.29,26,100,5.06,LY,1695248978
346,morant bay,17.8815,-76.4093,29.79,73,94,4.41,JM,1695248978
347,anzio,41.4853,12.6179,24.85,99,88,3.81,IT,1695248979
348,novoishimskiy,53.1981,66.7694,9.9,73,98,2.87,KZ,1695248979
349,kinkala,-4.3614,14.7644,26.62,62,64,0.88,CG,1695248980
350,borogontsy,62.6683,131.1683,-3.47,68,20,2.35,RU,1695248980
351,korla,41.7597,86.1469,20.37,41,87,7.18,CN,1695248981
352,tirebolu,41.0069,38.8139,21.04,79,88,2.6,TR,1695248981
353,puerto aysen,-45.4,-72.7,7.14,88,90,0.58,CL,1695248982
354,bayanhongor,46.7167,100.1167,1.5,54,37,2.14,MN,1695248982
355,marsassoum,12.8275,-15.9806,26.05,91,70,2.34,SN,1695248983
356,lucas,41.6501,-83.6666,26.32,53,0,3.09,US,1695248983
357,mili,6.0815,171.735,27.68,77,100,2.9,MH,1695248984
358,howrah,22.5892,88.3103,27.0,94,75,4.12,IN,1695248655
359,rio grande,-32.035,-52.0986,19.06,99,97,5.66,BR,1695248985
360,kavaratti,10.5669,72.642,27.65,78,100,4.4,IN,1695248821
361,cerritos,33.8583,-118.0648,27.59,57,20,5.14,US,1695248761
362,kingston,17.997,-76.7936,29.56,79,40,3.09,JM,1695248960
363,sijunjung,-0.6876,100.9537,21.61,98,89,0.75,ID,1695248988
364,conneaut,41.9476,-80.5542,23.62,68,40,3.11,US,1695248405
365,tame,6.461,-71.73,28.69,71,19,0.19,CO,1695248989
366,anloga,5.7947,0.8973,25.91,86,65,3.37,GH,1695248989
367,murzuq,25.9155,13.9184,26.49,29,14,4.15,LY,1695248990
368,luza,60.6308,47.2512,16.69,66,77,6.62,RU,1695248990
369,labuan,5.2767,115.2417,27.2,83,20,0.51,MY,1695248991
370,villa dolores,-31.9459,-65.1896,23.71,37,0,2.89,AR,1695248991
371,grand-bassam,5.2118,-3.7388,25.98,91,51,2.54,CI,1695248992
372,nizhnyaya tavda,57.6731,66.1725,6.78,73,87,3.46,RU,1695248992
373,guia lopes da laguna,-21.4578,-56.1142,30.52,40,72,1.11,BR,1695248992
374,arauquita,7.0292,-71.4281,29.13,70,47,0.6,CO,1695248993
375,dudinka,69.4058,86.1778,3.68,93,100,4.2,RU,1695248994
376,matoury,4.8483,-52.3317,27.98,83,75,1.03,GF,1695248994
377,hailey,43.5196,-114.3153,22.16,26,0,5.14,US,1695248995
378,isangel,-19.55,169.2667,26.06,69,40,6.17,VU,1695248996
379,gebeit,21.0667,36.3167,28.17,34,6,2.87,SD,1695248996
380,solhan,38.9634,41.0293,17.34,39,91,0.41,TR,1695248997
381,touros,-5.1989,-35.4608,25.24,78,4,8.14,BR,1695248998
382,ushtobe,45.2514,77.9838,13.29,73,30,4.31,KZ,1695248998
383,rabaul,-4.1967,152.1721,27.29,78,50,5.74,PG,1695248999
384,andergrove,-21.0833,149.1833,25.36,78,2,2.23,AU,1695248999
385,daulatpur,26.5015,67.9706,29.04,71,89,3.58,PK,1695249000
386,tacuarembo,-31.7333,-55.9833,17.94,99,100,1.91,UY,1695248846
387,tsiombe,-25.3,45.4833,20.03,79,0,2.4,MG,1695249001
388,acarau,-2.8856,-40.12,26.6,78,5,8.13,BR,1695248757
389,mahdia,35.5047,11.0622,29.97,72,100,7.11,TN,1695249003
390,kiliya,45.4552,29.2637,16.71,84,14,1.61,UA,1695249005
391,shiguai,40.7058,110.2856,13.59,50,88,1.53,CN,1695249005
392,saint-joseph,-21.3667,55.6167,21.37,80,38,4.33,RE,1695248754
393,urangan,-25.3,152.9,20.68,77,14,1.56,AU,1695249007
394,tselinnoye,53.0833,85.6667,10.2,88,100,1.43,RU,1695249007
395,pasni,25.2631,63.471,28.76,60,100,3.57,PK,1695249008
396,tamiahua,21.2667,-97.45,29.69,73,0,4.99,MX,1695249008
397,egilsstadir,65.2653,-14.3948,3.95,87,75,5.14,IS,1695249009
398,isla vista,34.4133,-119.861,26.06,71,75,3.09,US,1695249009
399,laguna,38.421,-121.4238,30.19,47,0,4.63,US,1695249010
400,baiyin,36.5583,104.2081,12.2,80,39,3.61,CN,1695249010
401,tefe,-3.3542,-64.7114,29.06,74,20,1.54,BR,1695249011
402,tuy hoa,13.0833,109.3,25.15,90,46,1.46,VN,1695249012
403,altay,47.8667,88.1167,11.29,76,100,2.19,CN,1695249012
404,fortuna,40.5982,-124.1573,20.19,61,0,9.26,US,1695249013
405,pangai,-19.8,-174.35,26.06,65,40,11.32,TO,1695249013
406,parral,26.9333,-105.6667,31.19,21,1,2.93,MX,1695248784
407,codrington,-38.2667,141.9667,11.98,63,23,4.76,AU,1695249014
408,aranjuez,40.0311,-3.6025,19.58,49,26,7.15,ES,1695249015
409,acajutla,13.5928,-89.8275,29.43,75,100,2.83,SV,1695248980
410,murray bridge,-35.1167,139.2667,12.85,65,15,4.54,AU,1695249020
411,mugia,43.1041,-9.2179,19.53,87,100,7.21,ES,1695249021
412,san patricio,28.017,-97.5169,35.4,43,16,6.89,US,1695249022
413,nova vicosa,-17.8919,-39.3719,21.38,86,5,1.77,BR,1695249025
414,quellon,-43.1167,-73.6167,9.14,71,75,3.09,CL,1695249028
415,namtsy,62.7161,129.6658,0.23,65,5,3.97,RU,1695249030
416,point pedro,9.8167,80.2333,27.48,85,100,9.04,LK,1695249031
417,gadzhiyevo,69.2551,33.3362,6.44,67,99,9.48,RU,1695249032
418,novokruchininskiy,51.7833,113.7667,4.85,85,9,1.45,RU,1695249033
419,mahibadhoo,3.7833,72.9667,27.69,76,78,2.68,MV,1695249034
420,krasnyy chikoy,50.3643,108.7512,6.45,93,64,0.98,RU,1695249037
421,sasni,27.7167,78.0833,29.76,67,100,2.22,IN,1695249038
422,zaozersk,69.4005,32.4476,2.98,80,93,3.81,RU,1695249041
423,kibakwe,-6.7167,36.3667,18.63,71,2,3.11,TZ,1695249044
424,ta`u,-14.2336,-169.5144,26.18,64,81,8.99,AS,1695249046
425,severo-yeniseyskiy,60.3725,93.0408,7.41,94,83,3.98,RU,1695249048
426,kayyerkan,69.3786,87.7439,3.5,100,100,4.74,RU,1695249050
427,san pedro pochutla,15.7333,-96.4667,31.84,66,58,2.7,MX,1695249052
428,lethem,3.3803,-59.7968,27.92,62,68,1.12,GY,1695249053
429,marennes,45.8228,-1.1055,21.08,87,100,8.29,FR,1695249054
430,nemuro,43.3236,145.575,14.46,60,100,3.62,JP,1695249057
431,bereznehuvate,47.3078,32.8499,17.58,48,95,1.71,UA,1695249059
432,padang,-0.9492,100.3543,23.03,94,98,1.1,ID,1695249059
433,palmas,-10.2128,-48.3603,30.93,45,0,1.03,BR,1695249065
434,anatuya,-28.4606,-62.8347,21.17,58,21,4.12,AR,1695249066
435,sarmanovo,55.2553,52.5891,11.38,49,30,4.75,RU,1695249067
436,tazovsky,67.4667,78.7,3.08,90,90,5.58,RU,1695249067
437,lathi,21.7167,71.3833,25.24,80,99,2.99,IN,1695249068
438,smithers,54.7804,-127.1743,13.18,58,20,2.06,CA,1695249068
439,bubaque,11.2833,-15.8333,27.32,78,31,4.76,GW,1695249069
440,karimnagar,18.4333,79.15,24.87,91,100,1.54,IN,1695249074
441,srandakan,-7.9386,110.2506,21.79,92,13,0.89,ID,1695249075
442,kujang-up,39.8672,126.0303,15.04,81,97,1.67,KP,1695249076
443,bandarbeyla,9.4942,50.8122,25.7,82,87,10.22,SO,1695249078
444,igarka,67.4667,86.5833,4.3,87,96,7.07,RU,1695249080
445,pontianak,-0.0333,109.3333,25.99,94,75,3.09,ID,1695249082
446,kristiansund,63.1115,7.732,11.03,93,75,2.57,NO,1695249083
447,port saint john's,-31.6229,29.5448,17.39,81,58,5.05,ZA,1695249083
448,hita,33.3167,130.9333,27.13,86,93,4.38,JP,1695249084
449,tanguieta,10.6212,1.2665,23.81,89,86,1.81,BJ,1695249084
450,harnai,30.1005,67.9374,26.44,67,87,1.39,PK,1695249086
451,eydhafushi,5.1033,73.0708,28.03,72,86,2.93,MV,1695249087
452,aneho,6.2333,1.6,26.11,87,20,2.95,TG,1695249087
453,east london,-33.0153,27.9116,16.46,73,2,7.22,ZA,1695249088
454,el jadid,33.2549,-8.506,21.25,74,67,3.98,MA,1695249089
455,sanibel,26.449,-82.0223,31.01,60,77,0.86,US,1695249089
456,ciudad lazaro cardenas,17.9583,-102.2,29.84,70,15,3.14,MX,1695249090
457,luang namtha,20.9497,101.4011,20.86,99,32,0.18,LA,1695249090
458,yuzhno-kurilsk,44.0306,145.8556,14.22,60,100,2.58,RU,1695249091
459,jianshui,23.6363,102.8264,18.91,97,79,1.23,CN,1695249091
460,narsipatnam,17.6667,82.6167,25.83,80,100,1.51,IN,1695249092
461,dauphin,51.1494,-100.0502,22.08,30,0,2.57,CA,1695249092
462,bima,-8.4667,118.7167,24.05,78,7,1.65,ID,1695249093
463,banda aceh,5.5577,95.3222,25.56,84,100,1.07,ID,1695249094
464,francistown,-21.17,27.5079,23.09,29,32,3.29,BW,1695249094
465,diu,20.7141,70.9822,26.35,91,76,1.9,IN,1695249095
466,phan rang-thap cham,11.5667,108.9833,25.43,85,95,1.8,VN,1695249095
467,praia da vitoria,38.7333,-27.0667,20.98,88,40,8.17,PT,1695248816
468,remscheid,51.1833,7.2,18.99,70,100,2.99,DE,1695248588
469,hithadhoo,-0.6,73.0833,27.52,78,82,3.98,MV,1695249096
470,yamada,39.4667,141.95,18.88,97,100,2.39,JP,1695249097
471,teknaf,20.8624,92.3058,25.65,92,100,4.66,BD,1695249098
472,lompoc,34.6391,-120.4579,25.94,81,100,3.6,US,1695249098
473,vieux-habitants,16.0589,-61.7659,28.17,76,54,5.09,GP,1695249099
474,al kharijah,25.4514,30.5464,26.6,35,0,3.88,EG,1695249099
475,fort bragg,35.139,-79.006,27.68,49,0,2.06,US,1695249100
476,sisimiut,66.9395,-53.6735,2.15,66,61,3.89,GL,1695249101
477,san luis,-33.295,-66.3356,18.1,42,1,2.66,AR,1695249101
478,tvoroyri,61.5556,-6.8111,9.99,90,100,15.7,FO,1695249102
479,zouerate,22.7187,-12.4521,33.11,26,4,6.65,MR,1695249102
480,tibanbang,6.6315,126.1055,27.0,79,100,1.6,PH,1695249103
481,tashtyp,52.7939,89.8983,8.37,92,100,0.57,RU,1695249103
482,asekeyevo,53.5742,52.7972,9.47,50,7,1.91,RU,1695249104
483,ixtapa,20.7,-105.2,30.57,70,100,2.57,MX,1695248894
484,dano,11.15,-3.0667,26.37,76,30,2.79,BF,1695249105
485,nuku'alofa,-21.1333,-175.2,24.19,64,75,8.23,TO,1695249105
486,west bay,19.3667,-81.4167,31.04,72,20,3.09,KY,1695249106
487,puerto deseado,-47.7503,-65.8938,5.92,64,44,8.59,AR,1695249102
488,yaren,-0.5472,166.916,28.74,69,22,0.83,NR,1695249107
489,dryden,49.7833,-92.7503,25.16,47,0,4.63,CA,1695249107
490,kinablangan,7.6947,126.5503,26.7,83,99,1.32,PH,1695249108
491,ganshui,28.7422,106.7111,22.14,98,100,1.67,CN,1695249109
492,saint-pierre,-21.3393,55.4781,21.98,73,0,2.06,RE,1695249109
493,yeniseysk,58.4497,92.1703,8.3,96,25,1.79,RU,1695249110
494,kismayo,-0.3582,42.5454,25.01,86,58,6.14,SO,1695249110
495,inarajan village,13.2736,144.7484,28.54,97,100,5.12,GU,1695249111
496,verdal,63.7933,11.4817,12.02,78,100,1.89,NO,1695249112
497,tomatlan,19.9333,-105.25,29.05,86,89,1.28,MX,1695249113
498,nikolayevsk-on-amure,53.1406,140.73,7.35,46,0,7.03,RU,1695249114
499,pisco,-13.7,-76.2167,20.03,77,100,5.66,PE,1695249114
500,playa del ingles,27.7567,-15.5787,23.86,73,15,4.66,ES,1695249115
501,gwanda,-20.9333,29.0,21.13,32,17,3.01,ZW,1695249115
502,norilsk,69.3535,88.2027,3.57,95,100,2.98,RU,1695249116
503,labis,2.385,103.021,23.29,96,69,0.6,MY,1695249116
504,bovalino,38.149,16.174,26.83,58,100,1.96,IT,1695249117
505,prince rupert,54.3161,-130.3201,10.83,98,100,3.6,CA,1695249117
506,oyama,36.3,139.8,26.99,82,86,1.29,JP,1695248527
507,lake albert,-35.1667,147.3833,11.33,59,2,5.36,AU,1695249118
508,trekhgornyy,54.815,58.4592,6.92,76,93,1.79,RU,1695249119
509,mata-utu,-13.2816,-176.1745,26.84,78,67,9.2,WF,1695249121
510,yuktae-dong,40.0247,128.1597,16.0,79,99,1.7,KP,1695249121
511,rawai,7.7797,98.3253,29.99,69,93,6.92,TH,1695249122
512,ishinomaki,38.4167,141.3,22.0,92,100,5.76,JP,1695249123
513,talara,-4.5772,-81.2719,24.42,73,0,7.14,PE,1695249124
514,camabatela,-8.1881,15.375,18.68,89,78,1.13,AO,1695249124
515,ciudad madero,22.2667,-97.8333,33.11,62,0,6.8,MX,1695249125
516,rio branco,-9.9747,-67.81,24.34,100,75,1.54,BR,1695249126
517,ringkobing,56.0901,8.244,18.34,82,91,11.13,DK,1695249126
518,fort drum,44.0584,-75.7619,17.15,57,0,2.06,US,1695249127
519,katsuren-haebaru,26.3369,127.8719,28.01,88,40,2.06,JP,1695249127
520,port alberni,49.2413,-124.8028,23.29,49,0,1.34,CA,1695249128
521,antsiranana,-12.2787,49.2917,22.88,80,10,5.62,MG,1695249129
522,qamdo,31.1667,97.2333,2.05,91,88,1.61,CN,1695249129
523,springhill,33.006,-93.4668,26.94,46,79,2.9,US,1695249130
524,sept-iles,50.2001,-66.3821,14.0,69,75,4.12,CA,1695248934
525,malango,-2.9627,119.9001,19.54,91,44,0.31,ID,1695249131
526,paso robles,35.6266,-120.691,23.29,60,0,9.26,US,1695248837
527,lazaro cardenas,17.9583,-102.2,29.84,70,15,3.14,MX,1695249090
528,dadukou,26.5479,101.7054,21.54,97,100,0.76,CN,1695249132
529,peniche,39.3558,-9.3811,19.05,90,96,6.99,PT,1695249134
530,ceeldheer,3.8488,47.1806,24.67,90,48,6.92,SO,1695249134
531,mount isa,-20.7333,139.5,20.87,35,11,0.0,AU,1695249039
532,port alfred,-33.5906,26.891,11.77,81,10,2.97,ZA,1695249136
533,corner brook,48.9667,-57.9484,12.09,95,59,0.92,CA,1695248839
534,khenchela,35.4358,7.1433,21.51,32,41,3.92,DZ,1695249137
535,kentville,45.0835,-64.4988,17.01,82,78,2.06,CA,1695249137
536,zheleznodorozhnyy,55.7503,38.0042,17.53,57,95,4.26,RU,1695249138
537,nzega,-2.479,29.5564,14.12,91,29,1.64,RW,1695249138
538,guaraniacu,-25.1008,-52.8781,18.55,94,32,1.57,BR,1695249139
539,ciudad bolivar,8.1222,-63.5497,32.46,42,64,1.71,VE,1695249140
540,puryong,42.0606,129.7117,14.1,62,100,1.06,KP,1695249141
541,bellmere,-27.0875,152.923,23.38,40,4,1.12,AU,1695249142
542,arraial do cabo,-22.9661,-42.0278,21.98,88,75,6.69,BR,1695249143
543,bogandinskiy,56.8937,65.8938,4.18,71,72,3.33,RU,1695249143
544,revelstoke,50.9832,-118.2023,19.01,37,100,3.6,CA,1695249012
545,taltal,-25.4,-70.4833,16.25,73,46,5.47,CL,1695249020
546,chulakkurgan,43.765,69.1814,14.5,49,33,2.21,KZ,1695249145
547,hassi messaoud,31.6804,6.0729,28.92,18,0,2.06,DZ,1695249145
548,pasuquin,18.3328,120.6177,26.97,94,40,2.06,PH,1695249146
549,mahina,-17.5065,-149.489,26.87,65,20,1.54,PF,1695249147
550,peterborough,52.5736,-0.2478,14.4,94,100,2.57,GB,1695249147
551,flin flon,54.7682,-101.865,18.91,39,40,3.09,CA,1695248659
552,mariinsk,56.2139,87.7472,9.05,91,3,1.53,RU,1695249148
553,birjand,32.8663,59.2211,15.26,29,0,4.12,IR,1695249149
554,gaalkacyo,6.7697,47.4308,25.07,67,12,8.15,SO,1695249150
555,mejit,10.2753,170.8646,28.04,78,78,5.21,MH,1695249151
556,al jawf,29.5,38.75,23.67,37,0,4.67,SA,1695249151
557,turpan,42.9333,89.1667,24.94,23,74,3.13,CN,1695249152
558,yanchep,-31.55,115.6833,13.67,76,0,2.35,AU,1695249152
559,nogliki,51.8333,143.1667,9.22,50,0,10.54,RU,1695249153
560,motygino,58.1831,94.7592,6.73,94,23,1.29,RU,1695249154
561,maracaibo,10.6317,-71.6406,29.82,72,54,4.88,VE,1695249028
562,mandera,3.9366,41.867,25.95,61,31,8.97,KE,1695249155
563,puerto baquerizo moreno,-0.9,-89.6,26.55,69,75,7.2,EC,1695249156
564,verkhnevilyuysk,63.4453,120.3167,2.78,96,100,2.45,RU,1695249157
565,minab,27.1467,57.0801,31.73,53,46,1.03,IR,1695249162
566,sao miguel do tapuio,-5.5036,-41.3233,30.06,31,79,2.52,BR,1695249163
567,serdar,38.9764,56.2757,15.94,47,0,3.87,TM,1695249163
568,kruisfontein,-34.0033,24.7314,10.49,87,11,1.93,ZA,1695249164
569,victorica,-36.2151,-65.4359,17.64,53,100,7.94,AR,1695249164
570,benguela,-12.5763,13.4055,21.26,83,60,3.09,AO,1695249165
571,ebaye,8.7748,167.7392,30.01,74,40,6.17,MH,1695249165
572,sherbakul',54.6316,72.3963,8.93,82,0,2.82,RU,1695249166
573,abu dhabi,24.4667,54.3667,34.41,69,99,1.54,AE,1695249167
574,narasannapeta,18.4167,84.05,25.75,82,100,2.77,IN,1695248608
575,nantucket,41.2835,-70.0995,19.44,80,0,4.63,US,1695249168
576,marshfield,44.6689,-90.1718,26.49,53,0,4.63,US,1695249168
577,beyla,8.6833,-8.6333,20.54,97,97,0.68,GN,1695249169
578,bereznik,62.8551,42.7072,10.78,91,85,4.81,RU,1695249170
579,santa ana,33.7456,-117.8678,28.01,58,40,5.14,US,1695249022
580,rosamond,34.8641,-118.1634,28.82,50,0,11.32,US,1695249172
581,revda,56.801,59.9303,7.6,68,68,4.32,RU,1695249172
582,noosa heads,-26.3833,153.15,24.08,75,76,3.87,AU,1695249173
583,hit,33.6416,42.8251,30.86,15,0,3.82,IQ,1695249173
584,katutura,-22.521,17.0557,19.38,12,0,3.09,NA,1695249174
585,la ronge,55.1001,-105.2842,16.14,51,75,2.06,CA,1695249174
586,coaticook,45.1334,-71.7991,15.87,90,52,1.6,CA,1695249175
587,nagqu,31.5,92.0,0.92,100,100,1.16,CN,1695249175
588,cruzeiro do sul,-29.5128,-51.9853,24.17,94,0,1.75,BR,1695249176
589,basco,20.4487,121.9702,28.7,78,98,4.62,PH,1695249177
590,moreira sales,-24.0622,-53.0069,26.47,55,7,2.97,BR,1695249177
591,neiafu,-18.65,-173.9833,26.38,61,40,7.2,TO,1695249178
592,nakamura,32.9833,132.9333,26.25,93,96,2.08,JP,1695249178
593,aioun,16.6614,-9.6149,32.37,40,38,9.52,MR,1695249179
594,kidal,18.4411,1.4078,34.26,20,5,2.36,ML,1695249180
595,lawrence,38.9717,-95.2353,30.68,42,20,3.6,US,1695249033
596,brisas de zicatela,15.8369,-97.0419,31.29,55,0,3.09,MX,1695249181
597,san ignacio de velasco,-16.3667,-60.95,30.09,42,72,1.22,BO,1695249181
598,baihe,22.15,107.2333,23.83,92,10,0.52,CN,1695249182
599,cockburn town,21.4612,-71.1419,29.18,70,60,6.95,TC,1695249182
